text,label
നാണവും മാനവുമില്ലാത്ത സിപിഎം ശവങ്ങൾ അല്ലാതെ എന്ത് വിശേഷണമാണ് ഈ ചെറ്റകൾക്ക് നൽകുക സോറി,original
Corona chinayude jaiva ayudhamaanenne nerathe samshayam ullatha.,Fake
"China apple phone, car, watch copy adikunathe polee eluppam ullathalaa Corona virus ennu orkanam. China manapoorvam adichu irakiya virus anee. First experiment avarude janangalil prayoghichuu. Chinese Governmentinde neriketta chintakal anee karanam.",Fake
Appo kalyana veetil Thiruvathira kali vaychal 550 perkk pankedukkallo....😝😝😝,original
Mr all of included inhistory,Fake
When idiots rule the state this is what happens.,original
തിരുവാതിര കളിക്കാന്‍ Parda ക്കാരെ ആരെയും കണ്ടില്ല. വനിതാ മതില്‍ kettiyappol അങ്ങനെ അല്ലായിരുന്നു.,original
വല്ലാത്തെ തൊലിക്കട്ടി 😀😀,original
ഓ ഇനിയില്ലേ ഈ പൈട്ടൻ പാർട്ടിയിൽ,original
Maakrikale thiruvathirayanoo ningalde marunu…,original
ആറു പേര് പള്ളിയിൽ വെച്ച് ഒരുമിച്ചു നിസ്കരിച്ചതിനു പരാതി കൊടുത്ത സിപിഎം കാരും കേസ് എടുത്ത പോലീസും ഫൈൻ അടച്ച ഞങ്ങളും അയ്യയ്യോ ഇതെന്തു നിയമം എല്ലാത്തിനോടും പുച്ഛം,original
എല്ലാം ശെരിയാകും 🤣🤣🤣🤣,original
Corona ee lokam vitt poyirunenkil,Fake
കാരണ ഭൂതം,original
എനിക്കൊരു ചെറിയ സംശയം ഇത് ഏത് പാർട്ടിയുടെ പരിപാടിയാ ആ സ്റ്റേജിന് ബാഗ്രൗണ്ട് കർട്ടൻ കൊടുത്തേക്ക് ആരെങ്കിലും ശ്രദ്ധിച്ചിട്ടുണ്ടോ,original
മണ്ടൻ കമ്മി 🤣🤣🤣,original
തമ്പ്രാൻ തിരുമനസ്സ് സന്തോഷത്താൽ പുളകിതമായി,original
"നിനക്കൊക്കെ അടുത്ത സുനാമി വരുന്നുണ്ട്, എല്ലാത്തിനും ഒരു കണക്കു ചോദിക്കൽ ഉണ്ട് കാത്തിരിക്കാം.",Fake
Ithrem nannom kett oru rashtriya party vere undavillaa,original
പാതാളത്തിൽ എന്ട്രി  ഇല്ല,Fake
ഒരു ഉളിപ്പ് ഇല്ല,original
ഇത് കാണുന്നഞാൻ എന്നാ പ്രവാസി 🖕🏻🖕🏻🖕🏻🖕🏻,original
China chatiyanmaranu avanmar indaki vitatha itu avanmarude kayil marunnum indu avanmaranubitinu pinnil,Fake
"പ്രവാസികൾ, ഞങ്ങൾ തിരുവാതിര കളിച്ച് വരും.....",original
da kayuthe 2 aaycha aayalloda nee enthe varthayado ithe,Fake
എന്തുവാടെയ് ഇത്,original
നശിപ്പിച്ചു കളയണം ഈ കമ്മ്യുണിസ്റ്റ് രാജ്യത്തെ,Fake
ഈ വരികൾ എഴുതിയവൻ എന്ത് ദുരന്തം ആണ് നോക്കണേ,original
"Ente ponnu manushyare, ee paattu kettu kettu, pankajakshan kadal varnan enna pattu marannu full marannu &quot;innee keralam bharicherdum &quot;enna vari aanu ente manasilum navilum muzhuvanum ippo...😁😁🤣🤣🤣🤣",original
ഹ ഹ വൈലർ എഴുതുമോ ഇത് പോലെ അഹ അന്തസ്സ്,original
മലയാളി ക്ഷമാ ശീലരാണ്.,original
കാരണഭൂതൻ,original
ഒന്ന് പോടോ.. എല്ലാം പടച്ചോന്റെ പരീക്ഷണം ആണ്...,Fake
Bodhidharman :),Fake
Edhu COVID ennay OMICRON ennay avaruday alliyanmarayum villichu verutunadhu pollay undu... Nice oh nice...,original
പെൺ കൂലി തൊഴിലാളികളുടെ പേക്കൂത്ത്‌. അറിഞ്ഞുകൂടാത്ത പണിക്ക് പോകല്ലേ ചേച്ചിമാരെ. നാട്ടുകാർ ചിരിക്കും.,original
ഷാജഹാൻ താങ്കൾക്ക് ഒരു പത്ര പ്രവർത്തകൻ ആകാൻ യാതൊരു യോഗ്യതയും ഇല്ല താങ്കൾ മുൻവിധിയോടെയാണ് ഇവരെ സമീപിച്ചത് സത്യം താങ്കൾക്ക് മനസ്സിലായിട്ടില്ല ഒന്ന് പഠിക്കൂ,Fake
Nink onnum patilla verthe Oro news,Fake
പെറ്റികൾ അടക്കുവാൻ എല്ലാവരും തയ്യാറാകുക...അടുത്ത കിറ്റിൻ്റെ സമയമായി😀😀😀,original
എന്ത് നാറി പാർട്ടിയാണപ്പാ,original
China ude kayyil predhirodha marunund ath logathodu parayanum vayya eanna avar aanu virus irakiya eannu manazilakum pani kittu athu kond china ulla kurach perkku marunnu nalkathe konnittu nammal onnum arinjille rama narayana eanna mattil America aanu vilanennu kanikyan srimikunna china onnu ortho ith kurach nale kaanu nammal mari kadakum karanam ith made in china aanu jaye india 🇮🇳🇮🇳👳,Fake
ഒന്ന് ഇന്റർനേഷണൽ ന്യൂസ് ചാനൽ കാണു. അപ്പോൾ അറിയാം സത്യാവസ്ഥ.....,Fake
പിണറായിക്ക് അടുപ്പിലും തൂറാം,original
പാവം പൊതുജനം എന്നും കഴുത,Fake
Yes it is a bioweapon used against  the humanity.,Fake
അവർക്ക് എന്തും ആവാം,original
സത്യം പറയാനും വേണം ഒരു ധൈര്യം - great Sir,Fake
"Ningale kandal nalla look anallo man, valla veshyaa panikkum poykude😆",Fake
ചിലർ സംസാരിക്കുമ്പോൾ ആ ആ എന്നാണ് കൂടുതലും പറയുന്നത്,Fake
രക്തസാക്ഷികളെ കിട്ടിയ അഹ്ലാദ്ധ് പ്രകടനം,original
ividathepole azhinjadan samathikkilla  thattikkalayum,Fake
Logam Muzhuvanum Padarnnille.,Fake
നിസാമുദീനിലെ തീവ്രവാദി സമ്മേളനം കാരണം 21 ദിവസത്തെ ലോക്ക് ഡൗണിന്റെ പ്രയോജനം രാജ്യത്തിന് നഷ്ടം ആയി... ..140 കോടി ജനങ്ങളുടെ സഹനം വ്യർത്ഥം.. ദശലക്ഷ കണക്കിന് കോടിയാണ് ഇന്ത്യൻ ബിസിനെസ്സിൽ നഷ്ടം ..ഇവറ്റകളുടെ സ്വത്ത് കണ്ടു കെട്ടുക ...വിദ്യാഭ്യാസം കൊടുത്താൽ വിവരം ഉണ്ടാകണമെന്നില്ല എന്നതിന് ഇത് നല്ല ഉദാഹരണം...NIA അന്വേഷിച്ചാൽ പിടികിട്ടും ഇതിനു പിന്നിലെ യഥാർത്ഥ കാര്യം..പാവം ഇന്ത്യൻ കോയമാർ  @#$%$# ഉപകരണങ്ങൾ ആവുകയായിരുന്നു,Fake
എന്‍റ് കൊറോണ നീ പോകല്ലേ കേരളത്തിലെ കുറെ ദുഷ്ടന്മാരെ ഉന്മൂലനാശം ചെയ്തുവേണം പോകാന്‍ കേരളംഭരിക്കുന്ന തെണ്ടി പരിഷകളെക്കൂടികൊണ്ടു പോകണമേ ഈ നായിന്‍റ് മക്കള്‍ കാരണം ഞങ്ങള്‍ക്കിവിടെ ജീവിക്കാന്‍വയ്യാതായി,Fake
ഇ രാഷ്ട്രീയക്കാർക്ക് എന്നാ നേരം വെളുക്കുക വീണ്ടും മൂഞ്ചാൻ പോകുന്നു,original
Smoking🙄,Fake
Njan saghavanu but partyk mukalil arum padilla paranja alu thanne pukazhthi paada. Party evidrkka pone. Appo p jayarajettane kurichu padiyapol enthe... Party nadapadi eduthu..,original
ഈ അവസരത്തിൽ മൂഞ്ചി കുത്തി ഇരിക്കുന്ന പടച്ചോന് വേണ്ടിയൊരു നിസ്കാരം 😃😃,Fake
നീ  എന്തൊക്കയാടാ പറയുന്നത്,Fake
🐒 nde kayille pooooo mala👀,original
"നമ്മുടെ കുഞ്ഞനുജനെ കൊന്ന കെ സുധാകരന്റെ കൊലയാളി കോൺഗ്രസിനെ 2024, 2026 തിരഞ്ഞെടുപ്പിൽ മലയാളികൾ ശിക്ഷിക്കുമെന്നുറപ്പ് 👏.",original
കഷ്ടം chehh,original
Nothing will happen,Fake
🤣🤣🤣 ഫുൾ കാണാനുള്ള ശേഷിയില്ല..,original
China yude kaivasham corona kkulla medicine or vaccine adyame undaayirikkum...avar ithu manapoorvam shathrukkale nashippikkaan cheythtathaayirikkum...chinayeyum ithupole thakarkkanam,Fake
ച്ത്തൂടെ 😌,original
Deltacron 😷😷,original
തീർച്ചയായും ഇല്ലാതാവും,Fake
🤣🤣🤣ആഹാ വയലാർ എഴുതുമോ ഇത് പോലെ,original
ചൂട് ഉള്ള രാജ്യങ്ങൾ എന്നു പറയുമ്പോൾ ഗൾഫിൽ എന്തുകൊണ്ട് മലയാളികൾ മരിക്കുന്നു?. ഇവിടെ അത്രയ്ക്ക് ചൂട് ഇല്ലല്ലൊ?. പിന്നെ ഇപ്പോൾ കേരളത്തിൽ മഴ പെയ്തപ്പോൾ രോഗം മാറുന്നവരുടെ സംഖ്യ കൂടിയിട്ടുണ്ടല്ലൊ?.........,Fake
"good news,happy to happen soon",Fake
Yenthukondu Vaccine yedukunnavarku side effect undakunnu yennthu simple ayittu yellarkkum manasilakkunnathupole paranjalentha!,Fake
അറിയുന്ന കാര്യം അയാൾ പറയുന്നു നമ്മളുടെ ഇഷ്ടത്തിന്‌പറയാൻ പറ്റുമോ ? ഇഷ്ടമുള്ളവർ കേൾക്കു Like അടിക്ക് അല്ലാത്തവർ unlike അടി അത്രമാത്രം ഇതു ചുമ്മാതെ വഴക്കിനിരിക്കാതെ പോടേ,Fake
Lokathe sambathikamayee thakarkkuka enna otta karanam.. Chinaye sukzhikkuka,Fake
കമ്മികൾക്കു ഒന്നും ബാധകമല്ല...എന്തുമാകാം...എന്തൊരു ദുരന്തമാണ് കേരളത്തിന്റെ അവസ്ഥയും.....സിപിഎം സമ്മേളനങ്ങൾ കഴിയാൻ വേണ്ടി കാത്തിരിക്കുകയാണ് പിണറായി വാരാന്ത്യ ലോക്ക് ഡൗണും കർഫ്യു വും പ്രഖ്യാപിച്ചു ജനങ്ങളെ വീട്ടിൽ ഇരുത്താൻ......,original
പാർട്ടിക്കാരനായ ഒരു വിദ്യാർത്ഥി കൊല്ലപ്പെട്ട അവസരത്തിൽ പാറശ്ശാലയിൽ....<br>അതും കോവിഡ്  എറ്റവും കൂടുതൽ പടർന്നു പിടിച്ചിരിക്കുന്ന<br>തിരുവനന്തപുരം ജില്ലയിൽ...<br>&quot;പിണുവാതിര ക്കളി &quot; നടത്താൻ ഉള്ള ഉളുപ്പില്ല്യായ്മ നമ്മുടെ ചഗാക്കൾക്ക് മാത്രമേ ഉണ്ടാവുള്ളു...<br><br>അതുകൊണ്ട് അടുത്ത തെരഞ്ഞെടുപ്പിലും നമുക്ക്<br>(പൊതുജനം എന്ന കഴുതക്കു )<br>ചഗാക്കൾക്ക് തന്നെ വോട്ട് ചെയ്യാം....!!!,original
എന്തായാലും ചിരിച്ചു ചാകും ഇങ്ങനെയും ഉള്ള വരെ ആണ് ലോ നമ്മുടെ ജനം നമ്മുടെ മന്ത്രി മാർ ആക്കിയത് കഷ്ട്ടം,original
<br>പ്രവാസികളെല്ലാം കൂടെ ജോളി നിർത്തി നാട്ടിൽ വന്നാൽ കേരളത്തിനെ അവസ്ഥ എന്താവുമെന്ന് രാഷ്ട്രീയക്കാരും നാട്ടുകാരും ചിന്തിച്ചട്ടുണ്ടോ..,original
Ithenth koppile.....🧐🥱,original
Hay Illuminiti stop it,Fake
Anchor should at least wait for the participants to finish his replies.,Fake
ഇത് തട്ടിപ്പാണ്,Fake
Ivarkoke endhum aavum makkalde kaliyanam nadathunna mathapithakalkke vendapettavare polum vilikkan pattilla endhoru sarkaranithe,original
Corona nashichu potte,Fake
നാണമില്ലാത്ത വർഗ്ഗം ത്ഫൂ,original
C. P. M. P.  Pretty,original
ഇത്രയും നാൾ ആയിട്ടും ചൈനക്ക് എതിരെ  ഒരു നടപടി എടുക്കാത്ത ലോകപൊലീസ് ആയ അമേരിക്കൻ പ്രസിഡന്റ്നു എതിരായി പ്രമേയം പാസ്സാക്കാൻ കേരളം മുൻകൈ എടുക്കേണ്ടി വരുമോ?,Fake
ടെസ്റ്റ് റിപ്പോർട്ടുകൾ ഇല്ലാതെ വെറുതെ കൊറോണ എന്ന് ആരെങ്കിലും തള്ളിവിട്ടാൽ അതൊക്കെ വിശ്വസിക്കാൻ കഴിയില്ല. മാർക്സിസവും കൊറോണയും തമ്മിൽ എന്ത് ബന്ധം?,Fake
സാക്ഷരത കേരളം 🙏🏽🙏🏽🙏🏽😄😄😄,original
"Very suspicious about China .I watched a video explaining Corona started in China early 2019  ,they hide it many months ,as every one know the doctor and few journalist told the truth and they were killed .Lakhs  people might have  died .How can it stop completely from China ?? Surely they devolved vaccines and drugs but they never tell the truth .Minimum one year will take to start drug or vaccine to people.that means they had corna 2019  bigining.",Fake
മേളയ്ക്ക് വന്നവരെ 2 ആഴ്‌ച അവിടെ നിർത്തി. ടെസ്റ്റ് ചെയ്തു പുറത്ത് വിടുക...,Fake
Corona manushya nirmitgavum.... Vaccine nalloru bisnessum,Fake
"മലപ്പുറത്ത് 500 1 ആളെ പങ്കെടുപ്പിച്ച് ഒരു ഒപ്പന കൂടി ഉണ്ടയെങ്കിൽ മതേത കേരള കമ്മ്യൂണിസം പൊളിച്ചേനെ ,കോട്ടയത്ത് ഒരു മാർഗ്ഗംകളിയും",original
Polichu mothere 😘😘😘😘😘😀😘😀,original
China controlil aakki thudaggi,Fake
If it is true all other nations should stand together and teach  China a lesson,Fake
നമിച്ചു അണ്ണോ നമിച്ചു,original
"കൊറോണ മറുനാടൻ വിടുക. മാസ് ക്കു മാരകമാണു. Hypoxima, sle, tumor apoptosis, fibroid, calcification, cancer ms, anginabpectorisമെനക്കെട്ടു പഠിക്കാൻ ശ്രമിക്കു. Psychic killer Bill Gates is exposed globally.",Fake
Minister polum,original
യാത്ര പറയുക നീയെൻ       കൊറോണേ പാത്രമാക്കരുതെ നീയെന്നെ വേദനിപ്പികവാൻ പഴയ പടി വീണ്ടും പ്രഭാത o വി ടരണം ജാതി മത ഭേദം മറന്നേ വരും ഒന്നിച്ചു പോകണം,Fake
ലേശം ഉളുപ്പ്,original
Cpm nirthi pokarutho സമൂഹിക അകലം oly പ്രവാസി ന്ത് educated,original
E  pravishyam koodi alle ollu....,original
ഉള്ളുപ് ഉണ്ടോ ഇവർക്കു. 🤮,original
Ivar...rajyadrohikal..ennu...ethra...pravasyam...theliyikkanam..,Fake
Ithinu pinnil china thanneyanu.,Fake
എറണാകുളം ജില്ലയിൽ കൂടി നടത്തണം,original
Pig thayolikal,Fake
ഇവരെ ഞങ്ങൾ വിശ്വസിച്ചു,Fake
കടക്ക് പുറത്ത്‌... ജില്ലാ സമ്മേളനങ്ങള് കഴിഞ്ഞ് സംസ്ഥാന സമ്മേളനം ഒന്ന് കഴിയട്ടെ... കാണിച്ച് തരാം എല്ലാത്തി നേ വീട്ടില്‍ പൂട്ടിയിട്ട് കിറ്റ് തരും ആ,original
Ignore them.,Fake
"Uluppilayma!! Bellandaya illandakum, athanoru aswasam..",original
"Remember , If any one takes sword he shall be die for it self.",Fake
മരണത്തിന്റെ വ്യപരികൾ സിപിഎം,original
everyone knows about this......athinu samanya budhi mathi...that its the chinas doing....who doesnt know this.....pinney america kandu pidichu polum......,Fake
Arenkilum pedippicho🤔🤔🤔,Fake
കമ്മ്യൂണിസവും ഇസ്ലാമികവും ഒരേ തൂവൽ പക്ഷികളാണ്,Fake
ചൈന  പ്രസവിച്ച ഉണ്ണിക്കുട്ടനാണ്   കോവിഡ്  . ലോകജനതയുടെ  കുഞ്ഞുണ്ണി,Fake
Keralathile corona 1 varsham kude kanum may 2021,Fake
"Maricha, vetil, 20,per, vivahathinmu, achanum, ammayum,, azinyadan, 2000per, jevikkan, vazi, mutui, nadakkunna, janagal, arum, vetil, irikkarud, purgalo, nercha, yo, undagil, kananam, poganam, maranam, nammal, bayakkarud, namal,, kasullavan, alla, rashtrya, karun, alla, maranam, pedikkan, 1divsam, engill, adichu, polichu, jevilkam",original
നിങ്ങളല്ലെ പേടിപ്പികുന്നത് സത്യത്തില്‍ / ഇവര് സമാധാനിപികുകയല്ലെ ചെയ്യുന്നത്,Fake
ആ തിരുവാതിരക്ക് കൊറച്ചു കൂടെ ആൾകാർ ആവയിരുന്നു 🤧😂,original
എന്റെ പാറശാലയെ കാത്തോളണേ 😂😂😂,original
Pàathram kottooo,original
Valuable information.,Fake
Trouser anu enna naan karuthiyath,original
ഈ മാർകറ്റിൽ കൊന്ന് തിന്നുന്ന ത് ഉണ്ടെങ്കിൽ അടച്ചു പൂട്ടുക ചൈനയിൽ ഇപ്പോഴും ഉണ്ട്,Fake
എന്തോന്നടെ ഇത്,original
"Who was the poet Aanavoor Nagappan or Pinaray Vijayan, anyway great lyrics, only Vayalar or Bhaskaran master can write this 😎😎😎",original
Vote cheythittu karayaruthu. Kit  chakkathil moonchi vote cheythu ini enthinu kuttam parayunnu,original
Uluppillatha teams,original
ഈ നിയമങ്ങൾ ബിജെപി ക്ക് മാത്രം ബാധകമായിരിക്കുമെന്ന് എടുത്ത് പറയുന്നില്ല....... പിന്നെ &quot;ആൾക്കൂട്ടം&quot; എന്നുദ്ദേശിക്കുന്നത് സിപിഎം ഒഴികെ മറ്റു പാർട്ടിക്കാരെയാണ്... കാരണം സിപിഎം കാർ  ആളുകളുടെ(മനുഷ്യർ ) ഗണത്തിൽ പെടില്ലല്ലോ ?????,original
"മറുനാടാനെ കണ്ട്പഠിക്കു സത്യാ സത്നാമായി വാർത്താ അവതരിപിക്കുന്നത്കണ്ടോ , എല്ലാ ചാനാലുംകാരുംകണ്ട്പഠീക്കു",Fake
Evarokke varum എല്ലാം Sheri aakum!! Nalla bharanam!!! Adipoli!!! ഇനി ഒന്നും പറയാനില്ല. വരുത്തി vacha vina anubhavichalle പറ്റു. Aare എന്ത് കുറ്റം പറയാന്‍. പറച്ചില്‍ അല്ല പ്രവര്‍ത്തി ആണ് പ്രധാനം എന്നു എന്താണു മനസ്സിലാക്കുന്നത്. എത്ര കിട്ടിയാലും പഠിക്കാത്ത കുറച്ചു മനുഷ്യരും kore partykkarum athippol onnalla എല്ലാം ഒരേ കണക്കാ,original
Sarkar..vann tholviiii,original
എത്ര വലിയ യുദ്ധം വന്നാലും നേരിടാൻ തയ്യാർ ആണ് എല്ലാ രാജ്യ കാരുടെയും കൈകളിൽ അണുബോംബ് വരെ ഉണ്ട് എന്നിട്ട് പോലും കൊറോണയുടെ ഉദ്ഭവം എവിടെ നിന്ന് കണ്ടെത്താൻ 2 വർഷത്തോട് അടുക്കാൻ പോകുന്നു ഇതുവരെ കണ്ടെത്താൻ സാധിച്ചില്ല പിന്നെ എന്തിനാ വെറുതെ,Fake
ഹിന്ദുക്കളുടെ കലകളെ വികൃതമാക്കാൻ ഇവന്മാർക്ക് വലിയ ഉത്സാഹം ആണ്.,original
"കൊറോണയും, കത്രീന പോലെയുള്ള ചുഴലിക്കാറ്റും രോഗവാഹിനിയല്ല. പ്രകൃതിയുടെ സംഹാരം നടത്താൻ വന്ന അസുരൻ. കുറെ പേരെ സംഹരിച്ചിട്ടുപോകും",Fake
"Malabar panchangathil, oru KALA SARPA YOGAM kaanunnu 2020 february muthal saptha grahangale RAAHUVUM KETHUVUM Bhandichirikkuna KAARAGRUHA VAASAM JULY 16n Sooryan Karkitaka RAASIYIL Kayarunnathote  ANDHYAMAAVUM... !!!",Fake
അത് എന്തു കൊണ്ട് എന്നാൽ ഈ മുന്ന് രാജ്യo അവിടെ ഉള്ള ജനങ്ങൾ ഭരണകുടം പറയുന്നത് അനുസരിക്കും ഇല്ലേൽ വിവരം അറിയും പിന്നെ ഇന്ത്യ പോലെ അമേരിക്ക പോലെ വിഢിത്തം പറയുന്ന ചെയുന്ന പ്രധാനമന്ത്രി അല്ല അവിടെ ഒകെ ഉള്ളത് അത് കൊണ്ടും ആവാലോ,Fake
Pravasikalanallo,original
Thangalude  vaku  bhalikatte,Fake
Ee partyil kazhivilla aruila,original
ഇവനെ കുത്തനെ നിപ്പ കുത്തി വെക്കണം.... കോവിഡ് ഇത്രേ ഉളൂ എന്ന് ഇവന് നന്നായിട്ടറിയാം... നിപ്പ വന്നപ്പോ പുറത്തിറങ്ങാത്തവനാ,Fake
ഇപ്പൊ എത്തും ഷേവ് ചൈന ടീം കമ്മ്യൂണിസ്റ് പാർട്ടി ഓഫ് മുസ്ലിംസ്,Fake
Thithithara.  Thy,original
Athigaaaram enghane dhurubayogikkam enna gaveshanathilaaanu pinanaaariyum cpmum<br><br>Anubhavicho,original
Eee koppan enthanu katti koottunnathu... kastam...,original
No where in this world will happen such a senseless thing while people are daily dying due to covid.. shame utterly shame,original
എഴുതി കൊടുക്കുന്നത് വായിക്കാൻ മാത്രം കുറെ മന്ത്രിമാര്..,original
Nuclear bomb itu Chinese administrators ne kolluka athanu veandath,Fake
കാരണവർ കിടപ്പിലായത് നന്നായി ഇല്ലേൽ കാണാമായിരുന്നു.,original
"ചൈനയുടെ ചതി മനസ്സിലാക്കാൻ പോകുന്നത് ഉള്ളൂ, കമ്യൂണിസ്റ്റ് കാരനാണ് ഒരിക്കലും namban പറ്റില്ല",Fake
Schoolugal mathram endhinu adakunnu 😢😢😢😢,original
ഇതേക്കുറിച്ചു ഞാനും ചിന്തിച്ചിരുന്നു....... എന്തായാലും ചൈനയാണ് ഇതിനു പിന്നിൽ എന്നൊന്നും തെളിയാതിരിക്കട്ടെ.... തെളിഞ്ഞാൽ അന്ന് തീരും അവരുടെ എല്ലാം..... അടുത്ത ഒരു വലിയ യുദ്ധവും തുടക്കമാകും,Fake
"America funded, Chinese operated,and Europe profited we always.........3g",Fake
"Janangal <a href=""http://bodhavanmarayirikkunnu.social/"">bodhavanmarayirikkunnu.social</a> distance,mask using nannayi nadakkunnund ipol wordil.ath kondanu corona illatheyavunnath .allathe thanneyang <a href=""http://povilla.health/"">povilla.health</a> workersinte pravarthanam abhinanthanarhamanu...chila meghalakalil iniyum classukal anivaryamanu.nannayi sajan achaya..nalla oru sub ayirunnu...good luck.",Fake
Donald Trump brought lot of facts  to light   but the world rejected,Fake
നിശാന്തേ ചി പി എം കാർക്ക് എന്ത് കോവിഡ് എന്ത് omricron പറഞ്ഞ പറഞ്ഞ അന്റെ തൊണ്ടയിലെ വെള്ളം വറ്റും 😪😪😪,original
"WHO പേരിനൊരു സംഘടന, ഇത്ര നാൾ കഴിഞ്ഞിട്ടും കൊറോണ വൈറസിന്റെ ഉത്ഭവം കണ്ടെത്താൻ ഇവർക്കായില്ല... മനഃപൂർവം കണ്ടെത്താത്തതാണോ എന്ന് സംശയിക്കേണ്ടിയിരിക്കുന്നു......",Fake
ഇവറ്റകൾക്ക് ശെരിക്കും വട്ടായോ,original
Chinayude chathi thanne,Fake
നിങ്ങൾക്ക് സിപിഎമ്മിനെ പറ്റി ഒരു ചുക്കും അറിയില്ല,original
ഇത് ഏതോ ദുർബല രാജ്യയം അല്ലെങ്കിൽ ശത്രുവിനെയുദ്ധ   ഫലപ്രതംഅല്ല പകരം സംശയം വരാത്ത രീതിയിൽ ലോകം ഒട്ടുകും വായുവിലൂടെ പടരുന്ന ഏതോ ജൈവായുധം പോലെ യുള്ളവാ കടലിലോ വനത്തിലോ പാർവതാ നിരയിലോ പ്രയോഗിച്ചിട്ടൊണ്ട് 100%ഉറപികം  ഇത് വായുവിൽ ലൂടെ  മനുഷ്യരിലേക് വകുകയാണ് ശാസം കിട്ടാതെ ആണ് ആളുകൾ പിടഞ്ഞു വീണു അരിക്കുന്നത്,Fake
കാരണവന്മാർക്ക് അടുപ്പിലും തൂറാം 🤣🤣,original
അവശേഷിക്കുന്ന വൈറസുകളെ തൂത്തു കൂട്ടി വന്നിടത്തേക്ക് തന്നെ കയറ്റി അയക്കണം.,Fake
The prostutter cahanal?,Fake
Communist ഭരണകൂടം.... പ്രയോഗം കൊള്ളാം...... 😒....,Fake
This kaikottikali not thiruvathira Kali which use to be conducted on auspices thiruvathira festival.,original
കൈ കൂടിയടിക്കുമ്പോൾ ഉള്ള പ്രത്യേക ശബ്ദം കാരണം corona വരൂലന്നാ god of pachari paranjath,original
കേരളക്കാർ അതിനേക്കാൾ ബുദ്ധിയുള്ള വരാണ് കുറച്ചു വർഷങ്ങൾക്കു മുമ്പ് താറാവിന് പകർച്ചവ്യാധി വന്നപ്പോൾ ജീവനുള്ള താറാവിനെ എല്ലാം കൂട്ടിയിട്ട് മണ്ണെണ്ണ ഒഴിച്ച് കത്തിച്ചു.... ഓർമ്മയുണ്ടോ,Fake
Pravasikale itra karuthalode kaanuna vere ethu sarkarund. Nattil ellavarkum kovid vannalum otta pravasikkum vararuth.,original
കമ്യുണിസ്റ്റ് പാർട്ടിയും വ്യക്തി പൂജയിലേക്ക്..<br>ഇനി തിരുവാതിര കോറോണക്കാലം...,original
പാർട്ടി അനുഭാവി എന്ന നിലയിൽ മറ്റുള്ളവരുടെ മുൻപിൽ തല കുനിക്കാൻ ഒരവസരം കൂടി തന്നതിന് ബിഗ് സല്യൂട്ട് 😔😔,original
😂😂😂😂😂 verupich konn,original
"Big  Salute  Jacob sir,  Big  Salute Mohanan  Vaidyar.",Fake
നീതി നിയമം നടക്കുന്ന നാട്ടിൽ ഇവനൊക്കെ എപ്പോൾ അകത്തായേനെ.,original
കോമാളി കളി,original
അങ്ങനെ kammikal കയ് വെച്ച് തിരുവാതിരയും കോമഡി ആക്കി....,original
ഇപ്പോൾ ആരെയും തല്ലണ്ടെ ജയിലിൽ ഇടണ്ടേ,Fake
നാണംകെട്ട രാഷ്ട്രീയം,original
കോവിഡ് വന്നാൽ തിരുവാതിര കളിക്കാമെന്ന് കേരള സർക്കാർ<br>ഇവരാണ് സെരിക്കും മരണത്തിന്റെ വ്യാപാരികൾ,original
എല്ലാം  വാക്‌സിനും  തട്ടിപ്പ്  corana ക്കു രണ്ടു വാക്‌സിനും എടുത്തവർക്കു covid വന്നു കൊണ്ടിരിക്കുന്നു.,Fake
"Paavapettavan cash loan eduthu kallyanam nadathiyale corona varu,  party paripadik corona varilla,  karanm corona polum thottupovum",original
"There have been 2,337 cases of coronavirus infections reported in Russia so far and 17 deaths.",Fake
അവതരണം 👌👌👌👌നമിച്ചു 🙏🙏,original
ഏറ്റവും വെറുക്കപ്പെട്ട ഭരണം,original
Youngsters keralthil vannalea without any party <br>Keralam gods own country akathullu,original
അയ്യയ്യോ... അന്യായ ഉളുപ്പിലായ്മ... എന്തൊരു അത്യാവശ്യമായ പ്രോഗ്രാം ആയിരുന്നു,original
കാരണ ഭൂതം 🤣🤣🤣🤣🤣,original
അഞ്ചുവയസിന്റെ ബുദ്ധി പോലുമില്ലാത്ത ഭരണകർതാക്കൾ,original
"Very correct!  Not 3 countries only as you mentioned.  It&#39;s a total of 6 countries. <br>Just see the Corona fatalities in Communist or Communist supporting Countries, China, Cuba, Russia, Laos, Vietnam, N.Korea,  Its death rate is very few in numbers. some countries have the death rate is only still in single digits.<br>In the case of Kerala,  ( also a communist ruling state) I heard the news from a channel,  (I don&#39;t know it is true) that China is planning to send medicine thru Cuba).<br>China just wants to destroy Europe and The USA ( westerners) and its allies including Israel.<br>Now China is progressing, in all respect.  They Exported Corona to the world and now they exporting Corona protective pieces of equipment to the world.",Fake
"Vivaram ullavan otta oruthanum ille? Ee parrtyil, petti adiyum ,kittum Nalla varaikal",original
"E,pattu ketu dance practice cheathvar de avastha...😂",original
